[1, 0.775811209439528, 0.5566666934935948, [[237, 35], [41, 26]], 0.775811209439528, 0.4262295081967213, 0.3880597014925373, 0.40624999999999994]
[2, 0.640117994100295, 0.6340299811411534, [[182, 60], [62, 35]], 0.640117994100295, 0.3684210526315789, 0.36082474226804123, 0.3645833333333333]
[3, 0.7315634218289085, 0.5747174088816414, [[233, 47], [44, 15]], 0.7315634218289085, 0.24193548387096775, 0.2542372881355932, 0.24793388429752067]
[4, 0.7374631268436578, 0.5497707688215704, [[238, 36], [53, 12]], 0.7374631268436578, 0.25, 0.18461538461538463, 0.21238938053097345]
[5, 0.8053097345132744, 0.5215337236408748, [[263, 39], [27, 10]], 0.8053097345132744, 0.20408163265306123, 0.2702702702702703, 0.23255813953488372]
[6, 0.9262536873156342, 0.37109181649252504, [[311, 14], [11, 3]], 0.9262536873156342, 0.17647058823529413, 0.21428571428571427, 0.1935483870967742]
[7, 0.9233038348082596, 0.3771727019164504, [[310, 16], [10, 3]], 0.9233038348082596, 0.15789473684210525, 0.23076923076923078, 0.18749999999999997]
[8, 0.8407079646017699, 0.46401337556419153, [[272, 32], [22, 13]], 0.8407079646017699, 0.28888888888888886, 0.37142857142857144, 0.325]
[9, 0.5457227138643068, 0.6837435026440863, [[104, 87], [67, 81]], 0.5457227138643068, 0.48214285714285715, 0.5472972972972973, 0.5126582278481012]
[10, 0.9144542772861357, 0.36141815560903395, [[310, 18], [11, 0]], 0.9144542772861357, 0.0, 0.0, 0.0]
[11, 0.9144542772861357, 0.3539697095223123, [[308, 19], [10, 2]], 0.9144542772861357, 0.09523809523809523, 0.16666666666666666, 0.12121212121212123]
[12, 0.9852507374631269, 0.26144387981678047, [[334, 2], [3, 0]], 0.9852507374631269, 0.0, 0.0, 0.0]
[13, 0.9528023598820059, 0.3625285416683882, [[322, 5], [11, 1]], 0.9528023598820059, 0.16666666666666666, 0.08333333333333333, 0.1111111111111111]
[14, 0.7669616519174042, 0.5178723870929552, [[251, 46], [33, 9]], 0.7669616519174042, 0.16363636363636364, 0.21428571428571427, 0.18556701030927836]
[15, 0.7345132743362832, 0.5610554560778347, [[229, 54], [36, 20]], 0.7345132743362832, 0.2702702702702703, 0.35714285714285715, 0.3076923076923077]
[16, 0.7404129793510325, 0.5705567100519693, [[242, 42], [46, 9]], 0.7404129793510325, 0.17647058823529413, 0.16363636363636364, 0.169811320754717]
[17, 0.7463126843657817, 0.5450376691293343, [[228, 55], [31, 25]], 0.7463126843657817, 0.3125, 0.44642857142857145, 0.36764705882352944]
